"Message ID";"Date";"Auteur";"Detecteur";"Run";"Faisceau";"Energie";"Seuil0";"Seuil1";"Evenements";"Absorbeur";"HV";"Gaz";"PositionX";"OK";"Text"
25317;Mon  01 Oct 2018 20:17:56 +0200;"SPS_ZOZO10_2018";;"743979";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25316;Mon  01 Oct 2018 20:10:20 +0200;"SPS_ZOZO10_2018";;"743978";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25315;Mon  01 Oct 2018 20:01:13 +0200;"SPS_ZOZO10_2018";;"743977";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25314;Mon  01 Oct 2018 19:57:56 +0200;"SPS_ZOZO10_2018";;"743976";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25313;Mon  01 Oct 2018 19:53:29 +0200;"SPS_ZOZO10_2018";;"743975";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25312;Mon  01 Oct 2018 19:42:19 +0200;"SPS_ZOZO10_2018";;"743974";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25311;Mon  01 Oct 2018 19:32:50 +0200;"SPS_ZOZO10_2018";;"743973";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25310;Mon  01 Oct 2018 19:24:17 +0200;"SPS_ZOZO10_2018";;"743972";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25309;Mon  01 Oct 2018 18:58:57 +0200;"SPS_ZOZO10_2018";;"743971";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25308;Mon  01 Oct 2018 18:54:51 +0200;"SPS_ZOZO10_2018";;"743970";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25307;Mon  01 Oct 2018 18:27:38 +0200;"SPS_ZOZO10_2018";;"743969";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25306;Mon  01 Oct 2018 18:07:43 +0200;"SPS_ZOZO10_2018";;"743968";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25305;Mon  01 Oct 2018 17:58:31 +0200;"SPS_ZOZO10_2018";;"743967";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25304;Mon  01 Oct 2018 17:39:04 +0200;"SPS_ZOZO10_2018";;"743966";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25303;Mon  01 Oct 2018 17:16:39 +0200;"SPS_ZOZO10_2018";;"743965";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25302;Mon  01 Oct 2018 17:09:29 +0200;"SPS_ZOZO10_2018";;"743964";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25301;Mon  01 Oct 2018 16:40:50 +0200;"SPS_ZOZO10_2018";;"743963";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25300;Mon  01 Oct 2018 16:32:05 +0200;"SPS_ZOZO10_2018";;"743962";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25299;Mon  01 Oct 2018 16:28:39 +0200;"SPS_ZOZO10_2018";;"743961";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25298;Mon  01 Oct 2018 16:21:03 +0200;"SPS_ZOZO10_2018";;"743960";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25297;Mon  01 Oct 2018 15:52:11 +0200;"SPS_ZOZO10_2018";;"743959";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25296;Mon  01 Oct 2018 15:49:16 +0200;"SPS_ZOZO10_2018";;"743958";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25295;Mon  01 Oct 2018 15:22:23 +0200;"SPS_ZOZO10_2018";;"743957";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25294;Mon  01 Oct 2018 15:08:30 +0200;"SPS_ZOZO10_2018";;"743956";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25293;Mon  01 Oct 2018 14:12:38 +0200;"SPS_ZOZO10_2018";;"743955";;;;;"started";;;;;"Bad data";"<p>- keep original text -</p>

<p>Test synchro ecal</p>"
25292;Mon  01 Oct 2018 13:41:43 +0200;"SPS_ZOZO10_2018";"m3";"743954";"e-";;"uniform state";;"started";;"6.4";"2 % SF6 5% CO2 93% TFE";;"Bad data";"DB=Dome_42chambres_Reference_v4_266 
run stop for access"
25291;Mon  01 Oct 2018 13:27:12 +0200;"SPS_ZOZO10_2018";"m3";"743953";"e-";;"uniform state";;"started";;"6.3";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_266 
          P          T  
     965.33     294.25 "
25290;Mon  01 Oct 2018 13:14:00 +0200;"SPS_ZOZO10_2018";"m3";"743952";"e-";;"uniform state";;"started";;"6.2";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_266 
          P          T  
     965.24     294.25 "
25289;Mon  01 Oct 2018 13:06:19 +0200;"SPS_ZOZO10_2018";"m3";"743951";"e-";;"uniform state";;"started";;"6.1";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_266 
          P          T  
     965.20     294.25 "
25288;Mon  01 Oct 2018 12:58:11 +0200;"SPS_ZOZO10_2018";"m3";"743950";"e-";;"200";;"started";;"6.1";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_260 
          P          T  
     965.08     294.25"
25287;Mon  01 Oct 2018 12:43:47 +0200;"SPS_ZOZO10_2018";"m3";"743949";"e-";;"200";;"started";;"6.2";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_260 
          P          T  
     965.06     294.25"
25286;Mon  01 Oct 2018 12:19:08 +0200;"SPS_ZOZO10_2018";"m3";"743948";"e-";;"200";;"started";;"6.3";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_260 
          P          T  
     964.96     294.25"
25285;Mon  01 Oct 2018 11:37:47 +0200;"SPS_ZOZO10_2018";"m3";"743947";"e-";;"200";;"started";;"6.9";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_260 
          P          T  
     964.91     294.15 
position change by around 4 cm coparing to previous run."
25284;Mon  01 Oct 2018 11:34:46 +0200;"Imad Laktineh";;;;;;;;;;;;;"<p>even at 6.4 kV we have good efficiency and many muons hits are 2d and 3d threshold.&nbsp; We should really check the SF6 percentage and if there is no problem. Also we need to check the&nbsp; the HV controler. Pleasediscuss with Laurent &amp; Christophe</p>"
25283;Mon  01 Oct 2018 11:34:46 +0200;"SPS_ZOZO10_2018";"m3";"743946";"e-";;"200";;"started";;"6.8";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_260 
continuation"
25282;Mon  01 Oct 2018 11:27:01 +0200;"SPS_ZOZO10_2018";"m3";"743945";"e-";;"200";;"started";;"6.8";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_260 
          P          T  
     964.78     294.25 "
25281;Mon  01 Oct 2018 11:17:38 +0200;"SPS_ZOZO10_2018";"m3";"743944";"e-";;"200";;"started";;"6.7";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_260 
          P          T  
     964.78     294.25 "
25280;Mon  01 Oct 2018 11:09:00 +0200;"SPS_ZOZO10_2018";"m3";"743943";"e-";;"200";;"started";;"6.6";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_260 
          P          T  
     964.73     294.15 "
25279;Mon  01 Oct 2018 10:56:19 +0200;"SPS_ZOZO10_2018";"m3";"743942";"e-";;"200";;"started";;"6.5";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_260 
continuation
          P          T  
     964.57     294.25 "
25278;Mon  01 Oct 2018 10:27:31 +0200;"SPS_ZOZO10_2018";"m3";"743941";"e-";;"200";;"started";;"6.5";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_260 
          P          T  
     964.49     294.25 "
25277;Mon  01 Oct 2018 10:08:32 +0200;"SPS_ZOZO10_2018";"m3";"743940";"e-";;"200";;"started";;"6.4";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_260 
          P          T  
     964.37     294.35 "
25276;Mon  01 Oct 2018 09:44:17 +0200;"SPS_ZOZO10_2018";"m3";"743939";"e-";;"170";;"started";;"6.4";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_263 
          P          T  
     964.09     294.35 "
25275;Mon  01 Oct 2018 08:52:33 +0200;"SPS_ZOZO10_2018";"m3";"743938";"e-";;"170";;"started";;"6.6";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_263 
          P          T  
     963.66     294.35 "
25274;Mon  01 Oct 2018 07:32:42 +0200;"SPS_ZOZO10_2018";"m3";"743937";"e-";;"170";;"started";;"6.5";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_263 
          P          T  
     962.50     294.35 "
25273;Mon  01 Oct 2018 06:47:47 +0200;"SPS_ZOZO10_2018";"m3";"743936";"e-";;"180";;"started";;"6.7";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_261 
Continuation
          P          T  
     962.30     294.55 "
25272;Mon  01 Oct 2018 06:35:34 +0200;"SPS_ZOZO10_2018";"m3";"743935";"e-";;"180";;"started";;"6.7";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_261 
high increase of the noise"
25271;Mon  01 Oct 2018 06:01:12 +0200;"yvan";"m3";"743934";"e-";;"200";;"started";;"6.7";"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_260 
          P          T  
     961.70     294.55 "
25270;Mon  01 Oct 2018 05:23:24 +0200;"SPS_ZOZO10_2018";"m3";"743933";"e-";;"220";;"started";;"6.7";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_259 
          P          T  
     961.57     294.65 "
25269;Mon  01 Oct 2018 04:49:49 +0200;"SPS_ZOZO10_2018";"m3";"743932";"e-";;"240";;"started";;"6.7";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_258 
       P          T  
     961.48     294.65 "
25268;Mon  01 Oct 2018 04:15:24 +0200;"SPS_ZOZO10_2018";"m3";"743931";"e-";;"260";;"started";;"6.7";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_257 
          P          T  
     961.71     294.75 "
25267;Mon  01 Oct 2018 03:43:15 +0200;"yvan";"m3";"743930";"e-";;"280";;"started";;"6.7";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_256 
          P          T  
     962.09     294.75
Continuation"
25266;Mon  01 Oct 2018 03:38:11 +0200;"SPS_ZOZO10_2018";"m3";"743929";"e-";;"280";;"started";;"6.7";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_256 
          P          T  
     961.79     294.75"
25265;Mon  01 Oct 2018 03:05:50 +0200;"SPS_ZOZO10_2018";"m3";"743928";"e-";;"300";;"started";;"6.7";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_255 
          P          T  
     962.04     294.75 "
25264;Mon  01 Oct 2018 02:34:06 +0200;"SPS_ZOZO10_2018";"m3";"743927";"e-";;"320";;"started";;"6.7";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_254 
          P          T  
     961.90     294.75 "
25263;Mon  01 Oct 2018 02:03:46 +0200;"SPS_ZOZO10_2018";"m3";"743926";"e-";;"340";;"started";;"6.7";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_253 
        P          T  
     962.12     294.75 "
25262;Mon  01 Oct 2018 01:32:14 +0200;"SPS_ZOZO10_2018";"m3";"743925";"e-";;"360";;"started";;"6.7";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_252 
       P          T  
     962.28     294.85 "
25261;Mon  01 Oct 2018 01:00:02 +0200;"SPS_ZOZO10_2018";"m3";"743924";"e-";;"380";;"started";;"6.7";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_251 
          P          T  
     962.50     294.95 "
25260;Mon  01 Oct 2018 00:32:50 +0200;"yvan";"m3";"743923";"e-";;"400";;"started";;"6.7";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_250 
          P          T  
     962.58     294.95 "
25259;Mon  01 Oct 2018 00:06:02 +0200;"yvan";"m3";"743922";"e-";;"420";;"started";;"6.7";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_249 
          P          T  
     962.85     294.95 "
25258;Sun  30 Sep 2018 23:43:25 +0200;"yvan";"m3";"743921";"e-";;"440";;"started";;"6.7";"2 % SF6 5% CO2 93% TFE";;;"DB=Dome_42chambres_Reference_v4_248 
          P          T  
     962.84     294.95 "
25257;Sun  30 Sep 2018 23:37:09 +0200;"SPS_ZOZO10_2018";;"743920";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_248 "
25256;Sun  30 Sep 2018 23:33:58 +0200;"SPS_ZOZO10_2018";;"743919";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_248 "
25255;Sun  30 Sep 2018 21:54:48 +0200;"SPS_ZOZO10_2018";"m3";"743918";"e+";"20 GeV";"uniform state";;"started";;"6.5";"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_266 "
25254;Sun  30 Sep 2018 21:29:44 +0200;"SPS_ZOZO10_2018";"m3";"743917";"e+";"20 GeV";"uniform state";;"started";;"6.6";"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_266 "
25253;Sun  30 Sep 2018 21:20:58 +0200;"Imad Laktineh";;;;;;;;;;;;;"<p>It will be nice to have the next run at 6.6 kV for SDHCAL. at 6.7 the efficiency seems quite good.</p>"
25252;Sun  30 Sep 2018 19:23:50 +0200;"SPS_ZOZO10_2018";"m3";"743916";"e+";"40 GeV";"uniform state";;"started";;"6.7";"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_266 

Last 10~15min are probably e+ at 20Gev"
25251;Sun  30 Sep 2018 19:20:00 +0200;"SPS_ZOZO10_2018";"m3";"743915";"e+";"40 GeV";"uniform state";;"started";;"6.7";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Bad data";"DB=Dome_42chambres_Reference_v4_266 "
25250;Sun  30 Sep 2018 18:48:50 +0200;"SPS_ZOZO10_2018";"m3";"743914";"e+";"40 GeV";"uniform state";;"started";;"6.7";"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_266 "
25249;Sun  30 Sep 2018 18:22:46 +0200;"SPS_ZOZO10_2018";"m3";"743913";"e+";"150 GeV";"uniform state";;"started";;"6.7";"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_266 "
25248;Sun  30 Sep 2018 17:58:09 +0200;"Pingault Antoine";"m3";"743912";"e+";"150 GeV";"uniform state";;;;"6.8";;;;"<p>DB=Dome_42chambres_Reference_v4_266</p>"
25247;Sun  30 Sep 2018 17:57:22 +0200;"Pingault Antoine";"m3";"743911";"e+";"150 GeV";"uniform state";;;;"6.8";;;"Bad data";"<p>DB=Dome_42chambres_Reference_v4_266</p>"
25246;Sun  30 Sep 2018 15:43:52 +0200;"SPS_ZOZO10_2018";"m3";"743910";"e+";"150 GeV";"uniform state";;"started";;"6.9";;;;"DB=Dome_42chambres_Reference_v4_266 "
25245;Sun  30 Sep 2018 15:35:18 +0200;"SPS_ZOZO10_2018";"m3";"743909";"e+";"150 GeV";"uniform state";;"started";;"6.9";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Bad data";"DB=Dome_42chambres_Reference_v4_266 "
25244;Sun  30 Sep 2018 14:40:10 +0200;"Imad Laktineh";;;;;;;;;;;;;"<p>Hi could you please give the HV value and the thresholds as well</p>"
25243;Sun  30 Sep 2018 13:10:33 +0200;"SPS_";"m3";"743908 ?";;;;;;;"6.9";"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_266 "
25242;Sun  30 Sep 2018 11:16:48 +0200;"SPS_ZOZO10_2018";;"743907";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_266 

Noise Check, SDHCAL/ECAL plugged on different CERN Ground. Ecal not in acq"
25241;Sun  30 Sep 2018 10:49:02 +0200;"SPS_ZOZO10_2018";;"743906";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_266 

Noise Check, Ecal unplugged from common ground and not running"
25240;Sun  30 Sep 2018 10:07:40 +0200;"SPS_ZOZO10_2018";;"743905";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_266 

Noise test. Ecal unplugged from common ground but running"
25239;Sun  30 Sep 2018 08:06:05 +0200;"SPS_ZOZO10_2018";;"743904";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_266 "
25238;Sun  30 Sep 2018 07:42:55 +0200;"SPS_ZOZO10_2018";;"743903";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_266 "
25237;Sun  30 Sep 2018 07:24:45 +0200;"SPS_ZOZO10_2018";;"743902";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_266 "
25236;Sun  30 Sep 2018 07:20:50 +0200;"Laurent ";;;;;"Attention ! Le bruit est trop haut";;;;;;;;"<p>Avec le seuil a 170, le bruit pic monte a 400 000 Hz/Asic. L&#39;event display me montre au&nbsp; seuil 180 enormement d&#39;evt avec tous les plans allumes. Il y a clairement un probleme de mise a la terre.</p>

<p>Pour la physique je garderai un seuil &gt;= 200. Sinon les courrants sont toujours trop haut</p>"
25235;Sun  30 Sep 2018 06:03:38 +0200;"SPS_ZOZO10_2018";;"743901";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_266 "
25234;Sun  30 Sep 2018 05:37:10 +0200;"SPS_ZOZO10_2018";;"743900";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_266 "
25233;Sun  30 Sep 2018 04:37:22 +0200;"SPS_ZOZO10_2018";;"743899";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_266 "
25232;Sun  30 Sep 2018 04:19:44 +0200;"SPS_ZOZO10_2018";;"743898";"Muons";;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_266 
test3"
25231;Sun  30 Sep 2018 02:33:11 +0200;"SPS_ZOZO10_2018";;"743897";"Muons";;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_265 
test2"
25230;Sun  30 Sep 2018 00:52:07 +0200;"SPS_ZOZO10_2018";;"743896";"Muons";;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_264 
test
targets : multiplicity 1.5 
effThr2 : 0.55
effThr3 = 0.05"
25229;Sat  29 Sep 2018 23:26:24 +0200;"yvan";"m3";"743895";"Muons";;"170";;"started";;"7.0";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Good data";"DB=Dome_42chambres_Reference_v4_263 
          P          T  
     967.44     294.85 "
25228;Sat  29 Sep 2018 23:18:27 +0200;"yvan";"m3";"743894";"Muons";;"170";;"started";;"6.9";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Good data";"DB=Dome_42chambres_Reference_v4_263 
          P          T  
     967.42     294.95 "
25227;Sat  29 Sep 2018 23:08:09 +0200;"yvan";"m3";"743893";"Muons";;"170";;"started";;"6.8";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Good data";"DB=Dome_42chambres_Reference_v4_263 
          P          T  
     967.35     294.95 "
25226;Sat  29 Sep 2018 22:53:53 +0200;"yvan";"m3";"743892";"Muons";;"170";;"started";;"6.7";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Good data";"DB=Dome_42chambres_Reference_v4_263 
          P          T  
     967.48     294.95 "
25225;Sat  29 Sep 2018 22:43:49 +0200;"SPS_ZOZO10_2018";"m3";"743891";"Muons";;;;"started";;"6.6";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Good data";"DB=Dome_42chambres_Reference_v4_263 
          P          T  
     967.44     295.05 
HV Scan"
25224;Sat  29 Sep 2018 22:30:35 +0200;"SPS_ZOZO10_2018";"m3";"743890";"Muons";;"170";;"started";;"6.5";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Good data";"DB=Dome_42chambres_Reference_v4_263 
          P          T  
     967.51     295.05 
HVScan"
25223;Sat  29 Sep 2018 22:25:46 +0200;"SPS_ZOZO10_2018";;"743889";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_263 

Restarting the HV Scan as pressure/temp have changed since the last point"
25222;Sat  29 Sep 2018 18:19:12 +0200;"Pingault Antoine";;;;;;;;;;;;;"<p>No beam for ~30min. Ecal is recalibrating</p>"
25221;Sat  29 Sep 2018 18:09:13 +0200;"yvan";"m3";"743888";"Muons";;"170";;"started";;"6.6";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Good data";"DB=Dome_42chambres_Reference_v4_263 
          P          T  
     966.11     296.05 
HV Scan"
25220;Sat  29 Sep 2018 18:00:35 +0200;"yvan";"m3";"743887";"Muons";;"170";;"started";;"6.5";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Good data";"DB=Dome_42chambres_Reference_v4_263 
          P          T  
     966.10     295.95 
HV Scan"
25219;Sat  29 Sep 2018 17:05:53 +0200;"yvan";"m3";"743886";"Muons";;"170";;"started";;"6.7";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Good data";"DB=Dome_42chambres_Reference_v4_263 
          P          T  
     966.07     296.05 "
25218;Sat  29 Sep 2018 16:05:57 +0200;"yvan";"m3";"743885";"Muons";;"180";;"started";;"6.7";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Good data";"DB=Dome_42chambres_Reference_v4_261 
          P          T  
     966.08     295.95"
25217;Sat  29 Sep 2018 15:50:20 +0200;"yvan";"m3";"743884";"Muons";;"200";;"started";;"7.0";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Good data";"DB=Dome_42chambres_Reference_v4_260 
          P          T  
     966.26     295.75"
25216;Sat  29 Sep 2018 15:35:27 +0200;"yvan";"m3";"743883";"Muons";;"200";;"started";;"6.9";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Good data";"DB=Dome_42chambres_Reference_v4_260 
          P          T  
     966.34     295.75 "
25215;Sat  29 Sep 2018 15:21:11 +0200;"yvan";"m3";"743882";"Muons";;"200";;"started";;"6.8";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Good data";"DB=Dome_42chambres_Reference_v4_260 
          P          T  
     966.36     295.65 "
25214;Sat  29 Sep 2018 15:08:22 +0200;"yvan";"m3";"743881";"Muons";;"200";;"started";;"6.7";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Good data";"DB=Dome_42chambres_Reference_v4_260 
          P          T  
     966.38     295.55 "
25213;Sat  29 Sep 2018 14:52:44 +0200;"yvan";"m3";"743880";"Muons";;"200";;"started";;"6.6";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Good data";"DB=Dome_42chambres_Reference_v4_260 
          P          T  
     966.38     295.55 "
25212;Sat  29 Sep 2018 14:47:21 +0200;"SPS_ZOZO10_2018";;"743879";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_260 "
25211;Sat  29 Sep 2018 14:43:01 +0200;"SPS_ZOZO10_2018";;"743878";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_260 "
25210;Sat  29 Sep 2018 14:38:28 +0200;"SPS_ZOZO10_2018";;"743877";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_260 "
25209;Sat  29 Sep 2018 14:33:09 +0200;"SPS_ZOZO10_2018";;"743876";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_260 "
25208;Sat  29 Sep 2018 14:23:09 +0200;"yvan";"m3";"743875";"Muons";;"200";;"started";;"6.5";"SF6 2% - CO2 2.6% - TFE 95.4%";;"Good data";"DB=Dome_42chambres_Reference_v4_260 
          P          T  
     966.38     295.55 "
25207;Sat  29 Sep 2018 14:06:34 +0200;"Imad Laktineh";;;;;;;;;;;;;"<p>Peut-on faire un test avec 6.7 kV et un&nbsp; seuil &agrave; 170? ou &agrave; 180 et comparer les r&eacute;sultats avec ceux de 6.9 et un seuil &agrave; 190 ou 200?</p>"
25206;Sat  29 Sep 2018 13:31:53 +0200;"SPS_ZOZO10_2018";;"743874";;;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_262 

test"
25205;Sat  29 Sep 2018 13:04:37 +0200;"SPS_ZOZO10_2018";;"743873";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_261 
muon scan (180, 136, 180)
Too much noise"
25204;Sat  29 Sep 2018 12:34:06 +0200;"SPS_ZOZO10_2018";;"743872";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_260 
Continuation"
25203;Sat  29 Sep 2018 12:20:31 +0200;"SPS_ZOZO10_2018";;"743871";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_260 
Continuation"
25202;Sat  29 Sep 2018 11:53:11 +0200;"SPS_ZOZO10_2018";;"743870";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_260 
muon scan (200, 143, 191)"
25201;Sat  29 Sep 2018 11:37:40 +0200;"SPS_ZOZO10_2018";;"743869";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_259 
continuation"
25200;Sat  29 Sep 2018 10:58:37 +0200;"SPS_ZOZO10_2018";;"743868";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_259 
muon scan (220, 152, 202)"
25199;Sat  29 Sep 2018 10:22:44 +0200;"SPS_ZOZO10_2018";;"743867";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_258 
Continuation"
25198;Sat  29 Sep 2018 10:17:51 +0200;"SPS_ZOZO10_2018";;"743866";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_258 
Continuation"
25197;Sat  29 Sep 2018 10:02:09 +0200;"SPS_ZOZO10_2018";;"743865";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_258 
muon scan (240, 163, 216)"
